Date,S&P Index,CPI,Monthly Bond Returns,Monthly Bond Returns Index
1926.03,11.81,17.80,1.01,10.19
1926.04,11.48,17.90,1.01,10.24
1926.05,11.56,17.80,1.01,10.30
1926.06,12.11,17.70,1.01,10.35
1926.07,12.62,17.50,1.01,10.41
1926.08,13.12,17.40,1.01,10.46
1926.09,13.32,17.50,1.01,10.52
1926.1,13.02,17.60,1.01,10.57
1926.11,13.19,17.70,1.01,10.63
1926.12,13.49,17.70,1.01,10.68
1927.01,13.40,17.50,1.00,10.71
1927.02,13.66,17.40,1.00,10.74
1927.03,13.87,17.30,1.00,10.77
1927.04,14.21,17.30,1.00,10.80
1927.05,14.70,17.40,1.00,10.84
1927.06,14.89,17.60,1.00,10.87
1927.07,15.22,17.30,1.00,10.90
1927.08,16.03,17.20,1.00,10.93
1927.09,16.94,17.30,1.00,10.96
1927.1,16.68,17.40,1.00,10.99
1927.11,17.06,17.30,1.00,11.02
1927.12,17.46,17.30,1.00,11.05
1928.01,17.53,17.30,1.00,11.06
1928.02,17.32,17.10,1.00,11.07
1928.03,18.25,17.10,1.00,11.08
1928.04,19.40,17.10,1.00,11.09
1928.05,20.00,17.20,1.00,11.10
1928.06,19.02,17.10,1.00,11.12
1928.07,19.16,17.10,1.00,11.13
1928.08,19.78,17.10,1.00,11.14
1928.09,21.17,17.30,1.00,11.15
1928.1,21.60,17.20,1.00,11.16
1928.11,23.06,17.20,1.00,11.17
1928.12,23.15,17.10,1.00,11.19
1929.01,24.86,17.10,1.01,11.24
1929.02,24.99,17.10,1.01,11.30
1929.03,25.43,17.00,1.01,11.36
1929.04,25.28,16.90,1.01,11.42
1929.05,25.66,17.00,1.01,11.47
1929.06,26.15,17.10,1.01,11.53
1929.07,28.48,17.30,1.01,11.59
1929.08,30.10,17.30,1.01,11.65
1929.09,31.30,17.30,1.01,11.71
1929.1,27.99,17.30,1.00,11.77
1929.11,20.58,17.30,1.00,11.82
1929.12,21.40,17.20,1.00,11.88
1930.01,21.71,17.10,1.00,11.91
1930.02,23.07,17.00,1.00,11.94
1930.03,23.94,16.90,1.00,11.97
1930.04,25.46,17.00,1.00,12.00
1930.05,23.94,16.90,1.00,12.03
1930.06,21.52,16.80,1.00,12.05
1930.07,21.06,16.60,1.00,12.08
1930.08,20.79,16.50,1.00,12.11
1930.09,20.78,16.60,1.00,12.14
1930.1,17.92,16.50,1.00,12.17
1930.11,16.62,16.40,1.00,12.20
1930.12,15.51,16.10,1.00,12.23
1931.01,15.98,15.90,1.00,12.24
1931.02,17.20,15.70,1.00,12.24
1931.03,17.53,15.60,1.00,12.25
1931.04,15.86,15.50,1.00,12.25
1931.05,14.33,15.30,1.00,12.26
1931.06,13.87,15.10,1.00,12.27
1931.07,14.33,15.10,1.00,12.27
1931.08,13.90,15.10,1.00,12.28
1931.09,11.83,15.00,1.00,12.29
1931.1,10.25,14.90,1.00,12.29
1931.11,10.39,14.70,1.00,12.30
1931.12,8.44,14.60,1.00,12.31
1932.01,8.30,14.30,1.01,12.38
1932.02,8.23,14.10,1.01,12.45
1932.03,8.26,14.00,1.01,12.52
1932.04,6.28,13.90,1.01,12.59
1932.05,5.51,13.70,1.01,12.66
1932.06,4.77,13.60,1.01,12.73
1932.07,5.01,13.60,1.01,12.80
1932.08,7.53,13.50,1.01,12.87
1932.09,8.26,13.40,1.01,12.94
1932.1,7.12,13.30,1.01,13.01
1932.11,7.05,13.20,1.01,13.08
1932.12,6.82,13.10,1.01,13.15
1933.01,7.09,12.90,1.00,13.20
1933.02,6.25,12.70,1.00,13.26
1933.03,6.23,12.60,1.00,13.31
1933.04,6.89,12.60,1.00,13.37
1933.05,8.87,12.60,1.00,13.42
1933.06,10.39,12.70,1.00,13.47
1933.07,11.23,13.10,1.00,13.53
1933.08,10.67,13.20,1.00,13.58
1933.09,10.58,13.20,1.00,13.64
1933.1,9.55,13.20,1.00,13.69
1933.11,9.78,13.20,1.00,13.75
1933.12,9.97,13.20,1.00,13.80
1934.01,10.54,13.20,1.00,13.87
1934.02,11.32,13.30,1.00,13.94
1934.03,10.74,13.30,1.00,14.01
1934.04,10.92,13.30,1.00,14.07
1934.05,9.81,13.30,1.00,14.14
1934.06,9.94,13.40,1.00,14.21
1934.07,9.47,13.40,1.00,14.28
1934.08,9.10,13.40,1.00,14.35
1934.09,8.88,13.60,1.00,14.42
1934.1,8.95,13.50,1.00,14.49
1934.11,9.20,13.50,1.00,14.55
1934.12,9.26,13.40,1.00,14.62
1935.01,9.26,13.60,1.00,14.67
1935.02,8.98,13.70,1.00,14.72
1935.03,8.41,13.70,1.00,14.77
1935.04,9.04,13.80,1.00,14.82
1935.05,9.75,13.80,1.00,14.87
1935.06,10.12,13.70,1.00,14.92
1935.07,10.65,13.70,1.00,14.96
1935.08,11.37,13.70,1.00,15.01
1935.09,11.61,13.70,1.00,15.06
1935.1,11.92,13.70,1.00,15.11
1935.11,13.04,13.80,1.00,15.16
1935.12,13.04,13.80,1.00,15.21
1936.01,13.76,13.80,1.00,15.24
1936.02,14.55,13.80,1.00,15.27
1936.03,14.86,13.70,1.00,15.30
1936.04,14.88,13.70,1.00,15.33
1936.05,14.09,13.70,1.00,15.36
1936.06,14.69,13.80,1.00,15.39
1936.07,15.56,13.90,1.00,15.42
1936.08,15.87,14.00,1.00,15.45
1936.09,16.05,14.00,1.00,15.49
1936.1,16.89,14.00,1.00,15.52
1936.11,17.36,14.00,1.00,15.55
1936.12,17.06,14.00,1.00,15.58
1937.01,17.59,14.10,1.00,15.63
1937.02,18.11,14.10,1.00,15.68
1937.03,18.09,14.20,1.00,15.72
1937.04,17.01,14.30,1.00,15.77
1937.05,16.25,14.40,1.00,15.82
1937.06,15.64,14.40,1.00,15.87
1937.07,16.57,14.50,1.00,15.92
1937.08,16.74,14.50,1.00,15.97
1937.09,14.37,14.60,1.00,16.02
1937.1,12.28,14.60,1.00,16.06
1937.11,11.20,14.50,1.00,16.11
1937.12,11.02,14.40,1.00,16.16
1938.01,11.31,14.20,1.00,16.22
1938.02,11.04,14.10,1.00,16.28
1938.03,10.31,14.10,1.00,16.34
1938.04,9.89,14.20,1.00,16.39
1938.05,9.98,14.10,1.00,16.45
1938.06,10.21,14.10,1.00,16.51
1938.07,12.24,14.10,1.00,16.57
1938.08,12.31,14.10,1.00,16.63
1938.09,11.75,14.10,1.00,16.68
1938.1,13.06,14.00,1.00,16.74
1938.11,13.07,14.00,1.00,16.80
1938.12,12.69,14.00,1.00,16.86
1939.01,12.50,14.00,1.00,16.91
1939.02,12.40,13.90,1.00,16.96
1939.03,12.39,13.90,1.00,17.01
1939.04,10.83,13.80,1.00,17.06
1939.05,11.23,13.80,1.00,17.12
1939.06,11.43,13.80,1.00,17.17
1939.07,11.71,13.80,1.00,17.22
1939.08,11.54,13.80,1.00,17.27
1939.09,12.77,14.10,1.00,17.32
1939.1,12.90,14.00,1.00,17.37
1939.11,12.67,14.00,1.00,17.43
1939.12,12.37,14.00,1.00,17.48
1940.01,12.30,13.90,1.00,17.54
1940.02,12.22,14.00,1.00,17.61
1940.03,12.15,14.00,1.00,17.68
1940.04,12.27,14.00,1.00,17.74
1940.05,10.58,14.00,1.00,17.81
1940.06,9.67,14.10,1.00,17.87
1940.07,9.99,14.00,1.00,17.94
1940.08,10.20,14.00,1.00,18.00
1940.09,10.63,14.00,1.00,18.07
1940.1,10.73,14.00,1.00,18.14
1940.11,10.98,14.00,1.00,18.20
1940.12,10.53,14.10,1.00,18.27
1941.01,10.55,14.10,1.00,18.23
1941.02,9.89,14.10,1.00,18.19
1941.03,9.95,14.20,1.00,18.15
1941.04,9.64,14.30,1.00,18.11
1941.05,9.43,14.40,1.00,18.07
1941.06,9.76,14.70,1.00,18.04
1941.07,10.26,14.70,1.00,18.00
1941.08,10.21,14.90,1.00,17.97
1941.09,10.24,15.10,1.00,17.94
1941.1,9.83,15.30,1.00,17.90
1941.11,9.37,15.40,1.00,17.87
1941.12,8.76,15.50,1.00,17.84
1942.01,8.93,15.70,1.00,17.88
1942.02,8.65,15.80,1.00,17.91
1942.03,8.18,16.00,1.00,17.95
1942.04,7.84,16.10,1.00,17.98
1942.05,7.93,16.30,1.00,18.02
1942.06,8.33,16.30,1.00,18.05
1942.07,8.64,16.40,1.00,18.09
1942.08,8.59,16.50,1.00,18.13
1942.09,8.68,16.50,1.00,18.16
1942.1,9.32,16.70,1.00,18.20
1942.11,9.47,16.80,1.00,18.23
1942.12,9.52,16.90,1.00,18.27
1943.01,10.09,16.90,1.00,18.31
1943.02,10.69,16.90,1.00,18.34
1943.03,11.07,17.20,1.00,18.38
1943.04,11.44,17.40,1.00,18.42
1943.05,11.89,17.50,1.00,18.45
1943.06,12.10,17.50,1.00,18.49
1943.07,12.35,17.40,1.00,18.53
1943.08,11.74,17.30,1.00,18.56
1943.09,11.99,17.40,1.00,18.60
1943.1,11.88,17.40,1.00,18.64
1943.11,11.33,17.40,1.00,18.67
1943.12,11.48,17.40,1.00,18.71
1944.01,11.85,17.40,1.00,18.77
1944.02,11.77,17.40,1.00,18.82
1944.03,12.10,17.40,1.00,18.87
1944.04,11.89,17.50,1.00,18.93
1944.05,12.10,17.50,1.00,18.98
1944.06,12.67,17.60,1.00,19.03
1944.07,13.00,17.70,1.00,19.09
1944.08,12.81,17.70,1.00,19.14
1944.09,12.60,17.70,1.00,19.20
1944.1,12.91,17.70,1.00,19.25
1944.11,12.82,17.70,1.00,19.30
1944.12,13.10,17.80,1.00,19.36
1945.01,13.49,17.80,1.00,19.42
1945.02,13.94,17.80,1.00,19.49
1945.03,13.93,17.80,1.00,19.55
1945.04,14.28,17.80,1.00,19.61
1945.05,14.82,17.90,1.00,19.68
1945.06,15.09,18.10,1.00,19.74
1945.07,14.78,18.10,1.00,19.80
1945.08,14.83,18.10,1.00,19.87
1945.09,15.84,18.10,1.00,19.93
1945.1,16.50,18.10,1.00,20.00
1945.11,17.04,18.10,1.00,20.06
1945.12,17.33,18.20,1.00,20.12
1946.01,18.02,18.20,1.00,20.15
1946.02,18.07,18.10,1.00,20.18
1946.03,17.53,18.30,1.00,20.21
1946.04,18.66,18.40,1.00,20.23
1946.05,18.70,18.50,1.00,20.26
1946.06,18.58,18.70,1.00,20.29
1946.07,18.05,19.80,1.00,20.32
1946.08,17.70,20.20,1.00,20.35
1946.09,15.09,20.40,1.00,20.38
1946.1,14.75,20.80,1.00,20.41
1946.11,14.69,21.30,1.00,20.44
1946.12,15.13,21.50,1.00,20.46
1947.01,15.21,21.50,1.00,20.47
1947.02,15.80,21.50,1.00,20.48
1947.03,15.16,21.90,1.00,20.49
1947.04,14.60,21.90,1.00,20.50
1947.05,14.34,21.90,1.00,20.52
1947.06,14.84,22.00,1.00,20.53
1947.07,15.77,22.20,1.00,20.54
1947.08,15.46,22.50,1.00,20.55
1947.09,15.06,23.00,1.00,20.56
1947.1,15.45,23.00,1.00,20.57
1947.11,15.27,23.10,1.00,20.59
1947.12,15.03,23.40,1.00,20.60
1948.01,14.83,23.70,1.00,20.66
1948.02,14.10,23.50,1.00,20.72
1948.03,14.30,23.40,1.00,20.78
1948.04,15.40,23.80,1.00,20.85
1948.05,16.15,23.90,1.00,20.91
1948.06,16.82,24.10,1.00,20.97
1948.07,16.42,24.40,1.00,21.03
1948.08,15.94,24.50,1.00,21.09
1948.09,15.76,24.50,1.00,21.15
1948.1,16.19,24.40,1.00,21.21
1948.11,15.29,24.20,1.00,21.28
1948.12,15.19,24.10,1.00,21.34
1949.01,15.36,24.00,1.00,21.38
1949.02,14.77,23.80,1.00,21.42
1949.03,14.91,23.80,1.00,21.46
1949.04,14.89,23.90,1.00,21.50
1949.05,14.78,23.80,1.00,21.54
1949.06,13.97,23.90,1.00,21.58
1949.07,14.76,23.70,1.00,21.62
1949.08,15.29,23.80,1.00,21.66
1949.09,15.49,23.90,1.00,21.70
1949.1,15.89,23.70,1.00,21.74
1949.11,16.11,23.80,1.00,21.78
1949.12,16.54,23.60,1.00,21.82
1950.01,16.88,23.50,1.00,21.82
1950.02,17.21,23.50,1.00,21.82
1950.03,17.35,23.60,1.00,21.83
1950.04,17.84,23.60,1.00,21.83
1950.05,18.44,23.70,1.00,21.83
1950.06,18.74,23.80,1.00,21.84
1950.07,17.38,24.10,1.00,21.84
1950.08,18.43,24.30,1.00,21.85
1950.09,19.08,24.40,1.00,21.85
1950.1,19.87,24.60,1.00,21.86
1950.11,19.83,24.70,1.00,21.86
1950.12,19.75,25.00,1.00,21.87
1951.01,21.21,25.40,1.00,21.90
1951.02,22.00,25.70,1.00,21.93
1951.03,21.63,25.80,1.00,21.96
1951.04,21.92,25.80,1.00,21.99
1951.05,21.93,25.90,1.00,22.02
1951.06,21.55,25.90,1.00,22.05
1951.07,21.93,25.90,1.00,22.08
1951.08,22.89,25.90,1.00,22.11
1951.09,23.48,26.10,1.00,22.14
1951.1,23.36,26.20,1.00,22.17
1951.11,22.71,26.40,1.00,22.20
1951.12,23.41,26.50,1.00,22.24
1952.01,24.19,26.50,1.00,22.26
1952.02,23.75,26.30,1.00,22.29
1952.03,23.81,26.30,1.00,22.31
1952.04,23.74,26.40,1.00,22.34
1952.05,23.73,26.40,1.00,22.37
1952.06,24.38,26.50,1.00,22.39
1952.07,25.08,26.70,1.00,22.42
1952.08,25.18,26.70,1.00,22.45
1952.09,24.78,26.70,1.00,22.47
1952.1,24.26,26.70,1.00,22.50
1952.11,25.03,26.70,1.00,22.53
1952.12,26.04,26.70,1.00,22.56
1953.01,26.18,26.60,1.00,22.67
1953.02,25.86,26.50,1.00,22.78
1953.03,25.99,26.60,1.00,22.72
1953.04,24.71,26.60,0.98,22.34
1953.05,24.84,26.70,1.00,22.29
1953.06,23.95,26.80,1.02,22.69
1953.07,24.29,26.80,1.00,22.71
1953.08,24.39,26.90,1.01,22.92
1953.09,23.27,26.90,1.02,23.39
1953.1,23.97,27.00,1.00,23.40
1953.11,24.50,26.90,1.01,23.64
1953.12,24.83,26.90,1.01,23.92
1954.01,25.46,26.90,1.00,23.99
1954.02,26.02,26.90,1.01,24.25
1954.03,26.57,26.90,1.01,24.47
1954.04,27.63,26.80,0.99,24.34
1954.05,28.73,26.90,1.00,24.37
1954.06,28.96,26.90,1.01,24.59
1954.07,30.13,26.90,1.00,24.51
1954.08,30.73,26.90,1.00,24.51
1954.09,31.45,26.80,1.00,24.45
1954.1,32.18,26.80,1.00,24.40
1954.11,33.44,26.80,1.00,24.38
1954.12,34.97,26.70,0.99,24.22
1955.01,35.60,26.70,1.00,24.19
1955.02,36.79,26.70,1.00,24.18
1955.03,36.50,26.70,1.00,24.09
1955.04,37.76,26.70,1.00,24.12
1955.05,37.60,26.70,1.00,24.13
1955.06,39.78,26.70,0.99,23.94
1955.07,42.69,26.80,1.00,23.86
1955.08,42.43,26.80,1.00,23.91
1955.09,44.34,26.90,1.01,24.16
1955.1,42.11,26.90,1.00,24.20
1955.11,44.95,26.90,1.00,24.11
1955.12,45.37,26.80,1.01,24.29
1956.01,44.15,26.80,1.01,24.48
1956.02,44.43,26.80,0.99,24.28
1956.03,47.49,26.80,0.98,23.89
1956.04,48.05,26.90,1.01,24.18
1956.05,46.54,27.00,1.01,24.38
1956.06,46.27,27.20,0.99,24.22
1956.07,48.78,27.40,0.98,23.83
1956.08,48.49,27.30,1.00,23.80
1956.09,46.84,27.40,1.01,23.94
1956.1,46.24,27.50,0.99,23.71
1956.11,45.76,27.50,0.99,23.58
1956.12,46.44,27.60,1.01,23.91
1957.01,45.43,27.60,1.01,24.22
1957.02,43.47,27.70,1.00,24.14
1957.03,44.03,27.80,1.00,24.07
1957.04,45.05,27.90,0.99,23.90
1957.05,46.78,28.00,0.99,23.58
1957.06,47.55,28.10,0.99,23.40
1957.07,48.51,28.30,1.00,23.48
1957.08,45.84,28.30,1.00,23.57
1957.09,43.98,28.30,1.00,23.55
1957.1,41.24,28.30,1.02,24.12
1957.11,40.35,28.40,1.05,25.24
1957.12,40.33,28.40,1.01,25.56
1958.01,41.12,28.60,1.01,25.72
1958.02,41.26,28.60,1.01,25.94
1958.03,42.11,28.80,1.01,26.22
1958.04,42.34,28.90,1.00,26.20
1958.05,43.70,28.90,1.00,26.15
1958.06,44.75,28.90,0.98,25.70
1958.07,45.98,29.00,0.97,25.04
1958.08,47.70,28.90,0.98,24.66
1958.09,48.96,28.90,1.00,24.66
1958.1,50.95,28.90,1.01,24.86
1958.11,52.50,29.00,0.99,24.69
1958.12,53.49,28.90,0.99,24.45
1959.01,55.62,29.00,1.01,24.65
1959.02,54.77,28.90,1.00,24.67
1959.03,56.16,28.90,0.99,24.49
1959.04,57.10,29.00,0.99,24.20
1959.05,57.96,29.00,1.00,24.23
1959.06,57.46,29.10,1.00,24.20
1959.07,59.74,29.20,1.00,24.23
1959.08,59.40,29.20,0.98,23.84
1959.09,57.05,29.30,1.02,24.22
1959.1,57.00,29.40,1.00,24.31
1959.11,57.23,29.40,0.99,24.09
1959.12,59.06,29.40,1.00,24.13
1960.01,58.03,29.30,1.02,24.67
1960.02,55.78,29.40,1.02,25.24
1960.03,55.02,29.40,1.00,25.27
1960.04,55.73,29.50,1.00,25.21
1960.05,55.22,29.50,1.02,25.71
1960.06,57.26,29.60,1.02,26.33
1960.07,55.84,29.60,1.01,26.63
1960.08,56.51,29.60,1.00,26.72
1960.09,54.81,29.60,1.00,26.61
1960.1,53.73,29.80,1.00,26.60
1960.11,55.47,29.80,1.01,26.89
1960.12,56.80,29.80,1.00,26.97
1961.01,59.72,29.80,1.01,27.19
1961.02,62.17,29.80,1.01,27.37
1961.03,64.12,29.80,1.00,27.37
1961.04,65.83,29.80,1.01,27.61
1961.05,66.50,29.80,0.99,27.31
1961.06,65.62,29.80,1.00,27.31
1961.07,65.44,30.00,0.99,27.13
1961.08,67.79,29.90,1.01,27.35
1961.09,67.26,30.00,1.01,27.58
1961.1,68.00,30.00,1.00,27.63
1961.11,71.08,30.00,0.99,27.45
1961.12,71.74,30.00,1.00,27.49
1962.01,69.07,30.00,1.01,27.68
1962.02,70.22,30.10,1.01,28.02
1962.03,70.29,30.10,1.01,28.32
1962.04,68.05,30.20,1.00,28.34
1962.05,62.99,30.20,1.00,28.34
1962.06,55.63,30.20,1.00,28.20
1962.07,56.97,30.30,1.01,28.36
1962.08,58.52,30.30,1.00,28.46
1962.09,58.00,30.40,1.01,28.67
1962.1,56.17,30.40,1.00,28.79
1962.11,60.04,30.40,1.01,29.02
1962.12,62.64,30.40,1.01,29.19
1963.01,65.06,30.40,1.00,29.06
1963.02,65.92,30.40,1.00,29.14
1963.03,65.67,30.50,1.00,29.14
1963.04,68.76,30.50,1.01,29.33
1963.05,70.14,30.50,1.00,29.28
1963.06,70.11,30.60,1.00,29.30
1963.07,69.07,30.70,1.00,29.45
1963.08,70.98,30.70,1.00,29.36
1963.09,72.85,30.70,1.00,29.39
1963.1,73.03,30.80,1.00,29.46
1963.11,72.62,30.80,1.00,29.54
1963.12,74.17,30.90,1.00,29.55
1964.01,76.45,30.90,1.01,29.70
1964.02,77.39,30.90,1.00,29.63
1964.03,78.80,30.90,1.00,29.71
1964.04,79.94,30.90,1.01,29.89
1964.05,80.72,30.90,1.01,30.06
1964.06,80.24,31.00,1.00,30.12
1964.07,83.22,31.10,1.00,30.23
1964.08,82.00,31.00,1.00,30.31
1964.09,83.41,31.10,1.00,30.44
1964.1,84.85,31.10,1.01,30.64
1964.11,85.44,31.20,1.00,30.67
1964.12,83.96,31.20,1.00,30.76
1965.01,86.12,31.20,1.00,30.81
1965.02,86.75,31.20,1.00,30.92
1965.03,86.83,31.30,1.00,31.06
1965.04,87.97,31.40,1.00,31.14
1965.05,89.28,31.40,1.00,31.25
1965.06,85.04,31.60,1.00,31.38
1965.07,84.91,31.60,1.00,31.37
1965.08,86.49,31.60,1.00,31.38
1965.09,89.38,31.60,1.00,31.34
1965.1,91.39,31.70,1.00,31.20
1965.11,92.15,31.70,0.99,30.89
1965.12,91.73,31.80,1.00,31.04
1966.01,93.32,31.80,0.99,30.62
1966.02,92.69,32.00,1.00,30.65
1966.03,88.88,32.10,1.01,31.06
1966.04,91.60,32.30,1.00,31.11
1966.05,86.78,32.30,1.00,31.16
1966.06,86.06,32.40,0.99,30.78
1966.07,85.84,32.50,0.99,30.43
1966.08,80.65,32.70,1.01,30.66
1966.09,77.81,32.70,1.02,31.19
1966.1,77.13,32.90,0.99,30.96
1966.11,80.99,32.90,1.03,31.87
1966.12,81.33,32.90,1.02,32.66
1967.01,84.45,32.90,1.00,32.66
1967.02,87.36,32.90,1.01,33.02
1967.03,89.42,33.00,1.00,33.01
1967.04,90.96,33.10,0.98,32.46
1967.05,92.59,33.20,0.99,32.16
1967.06,91.43,33.30,0.99,31.95
1967.07,93.01,33.40,1.00,31.79
1967.08,94.49,33.50,1.00,31.88
1967.09,95.81,33.60,0.99,31.58
1967.1,95.66,33.70,0.98,31.09
1967.11,92.66,33.80,1.01,31.35
1967.12,95.30,33.90,1.02,31.91
1968.01,95.04,34.10,1.00,31.98
1968.02,90.75,34.20,0.99,31.69
1968.03,89.09,34.30,1.01,32.09
1968.04,95.67,34.40,0.99,31.68
1968.05,97.87,34.50,1.02,32.20
1968.06,100.50,34.70,1.02,32.89
1968.07,100.30,34.90,1.01,33.24
1968.08,98.11,35.00,1.00,33.29
1968.09,101.30,35.10,1.00,33.14
1968.1,103.80,35.30,1.00,32.99
1968.11,105.40,35.40,0.98,32.34
1968.12,106.50,35.50,1.00,32.48
1969.01,102.00,35.60,0.99,32.28
1969.02,101.50,35.80,1.00,32.19
1969.03,99.30,36.10,1.01,32.66
1969.04,101.30,36.30,0.99,32.47
1969.05,104.60,36.40,0.99,32.05
1969.06,99.14,36.60,0.99,31.88
1969.07,94.71,36.80,1.01,32.13
1969.08,94.18,37.00,0.97,31.24
1969.09,94.51,37.10,1.01,31.56
1969.1,95.52,37.30,1.00,31.65
1969.11,96.21,37.50,0.97,30.72
1969.12,91.11,37.70,1.00,30.62
1970.01,90.31,37.80,1.05,32.01
1970.02,87.16,38.00,1.02,32.59
1970.03,88.65,38.20,0.98,32.05
1970.04,85.95,38.50,0.97,31.11
1970.05,76.06,38.60,1.01,31.46
1970.06,75.59,38.80,1.03,32.50
1970.07,75.72,39.00,1.00,32.55
1970.08,77.92,39.00,1.02,33.07
1970.09,82.58,39.20,1.01,33.41
1970.1,84.37,39.40,1.04,34.79
1970.11,84.28,39.60,1.04,36.14
1970.12,90.05,39.80,1.02,36.73
1971.01,93.49,39.80,1.01,37.28
1971.02,97.11,39.90,1.04,38.62
1971.03,99.60,40.00,0.99,38.43
1971.04,103.00,40.10,0.96,37.04
1971.05,101.60,40.30,1.00,36.88
1971.06,99.72,40.60,0.99,36.53
1971.07,99.00,40.70,1.02,37.13
1971.08,97.24,40.80,1.04,38.54
1971.09,99.40,40.80,1.02,39.35
1971.1,97.29,40.90,1.01,39.90
1971.11,92.78,40.90,1.00,39.73
1971.12,99.17,41.10,1.00,39.87
1972.01,103.30,41.10,1.00,39.68
1972.02,105.20,41.30,1.01,39.91
1972.03,107.70,41.40,1.00,39.76
1972.04,108.80,41.50,1.01,40.14
1972.05,107.70,41.60,1.01,40.40
1972.06,108.00,41.70,1.01,40.61
1972.07,107.20,41.90,1.00,40.52
1972.08,111.00,42.00,0.98,39.72
1972.09,109.40,42.10,1.01,40.14
1972.1,109.60,42.30,1.02,40.95
1972.11,115.10,42.40,1.00,40.93
1972.12,117.50,42.50,1.00,40.84
1973.01,118.40,42.60,0.99,40.53
1973.02,114.20,42.90,1.00,40.55
1973.03,112.40,43.30,1.01,40.89
1973.04,110.30,43.60,0.99,40.59
1973.05,107.20,43.90,1.00,40.68
1973.06,104.80,44.20,0.99,40.25
1973.07,105.80,44.30,0.99,39.73
1973.08,103.80,45.10,1.03,40.85
1973.09,105.60,45.20,1.03,41.97
1973.1,109.80,45.60,1.01,42.39
1973.11,102.00,45.90,1.00,42.60
1973.12,94.78,46.20,0.99,42.08
1974.01,96.11,46.60,1.01,42.41
1974.02,93.45,47.20,0.99,41.91
1974.03,97.44,47.80,0.99,41.28
1974.04,92.46,48.00,1.00,41.34
1974.05,89.67,48.60,1.01,41.72
1974.06,89.79,49.00,0.99,41.20
1974.07,79.31,49.40,0.99,40.82
1974.08,76.03,50.00,1.01,41.10
1974.09,68.12,50.60,1.02,41.77
1974.1,69.44,51.10,1.02,42.68
1974.11,71.74,51.50,1.02,43.70
1974.12,67.07,51.90,1.00,43.76
1975.01,72.56,52.10,1.01,44.37
1975.02,80.10,52.50,0.98,43.60
1975.03,83.78,52.70,0.97,42.40
1975.04,84.72,52.90,1.02,43.19
1975.05,90.10,53.20,1.02,44.07
1975.06,92.40,53.60,0.99,43.76
1975.07,92.49,54.20,0.98,43.05
1975.08,85.71,54.30,1.00,43.27
1975.09,84.67,54.60,1.03,44.42
1975.1,88.57,54.90,1.01,45.00
1975.11,90.07,55.30,1.01,45.45
1975.12,88.70,55.50,1.02,46.57
1976.01,96.86,55.60,1.00,46.71
1976.02,100.60,55.80,1.01,47.21
1976.03,101.10,55.90,1.02,48.07
1976.04,101.90,56.10,0.98,47.25
1976.05,101.20,56.50,1.01,47.70
1976.06,101.80,56.80,1.01,48.11
1976.07,104.20,57.10,1.01,48.62
1976.08,103.30,57.40,1.02,49.54
1976.09,105.50,57.60,1.02,50.48
1976.1,101.90,57.90,1.01,51.22
1976.11,101.20,58.00,1.04,53.07
1976.12,104.70,58.20,0.98,52.10
